"gene","module"
"SCFD1","blue"
"DGCR6L","turquoise"
"EEA1","blue"
"BTBD7","blue"
"VIT","magenta"
"MMP11","turquoise"
"TRIM2","red"
"ASAP3","blue"
"MSRB3","turquoise"
"PTTG1IP","turquoise"
"PEA15","turquoise"
"MEIS1","red"
"TMEM179B","turquoise"
"ADAMTS12","pink"
"DIO3OS","brown"
"MUM1","brown"
"HSD17B10","turquoise"
"XRN1","red"
"ZHX3","blue"
"ARID1A","blue"
"RHOBTB3","black"
"CENPP","pink"
"SLC25A36","brown"
"MAP1LC3A","turquoise"
"WNK1","blue"
"TNFSF13B","black"
"PCSK5","blue"
"EIF6","turquoise"
"DHRSX","blue"
"MDFI","turquoise"
"NFATC3","blue"
"GANAB","blue"
"CLEC16A","blue"
"EBPL","turquoise"
"FBXO42","blue"
"HP1BP3","blue"
"RHOT2","blue"
"DAPK3","green"
"SCFD2","blue"
"MPRIP","blue"
"TMEM259","grey"
"TMOD3","blue"
"ATAD2B","blue"
"YEATS2","blue"
"POLE4","turquoise"
"WDR33","red"
"EVI5","blue"
"TNKS","red"
"CAPN1","turquoise"
"CST6","brown"
"PLXNA2","blue"
"DOCK9","red"
"RP11-69I8.3","brown"
"NFE2L2","magenta"
"SMIM7","turquoise"
"CHRD","pink"
"XXbac-BPG116M5.17","turquoise"
"MYL6B","turquoise"
"CRLF1","brown"
"MAP2K7","brown"
"MRPL17","turquoise"
"SPIN1","blue"
"COL21A1","brown"
"APOA1BP","turquoise"
"ITIH5","black"
"VPS51","brown"
"NDUFAF2","turquoise"
"LYPD3","grey"
"PNKD","yellow"
"TMEM141","turquoise"
"PFDN2","turquoise"
"NKAIN3","blue"
"MAP7D1","green"
"JAG1","brown"
"ECH1","turquoise"
"RGS16","black"
"PHF14","blue"
"FLNB","turquoise"
"VTI1A","red"
"C11orf73","turquoise"
"CAMTA1","grey"
"C19orf24","turquoise"
"NR3C2","brown"
"PAK2","blue"
"ITGB1BP1","turquoise"
"AXL","blue"
"GPBP1L1","red"
"RNASE4","brown"
"ACTR2","blue"
"GGA2","blue"
"YTHDC1","brown"
"YKT6","green"
"MAPK1","blue"
"CHMP2B","turquoise"
"MAZ","turquoise"
"DPP7","black"
"SBNO1","red"
"SSB","yellow"
"KMT5B","blue"
"FAM43A","brown"
"NSD1","blue"
"ZNFX1","blue"
"SPRED2","blue"
"PDE9A","brown"
"CACNA1G","brown"
"EPHB2","pink"
"ZNF83","blue"
"WDR70","blue"
"TMEM132C","brown"
"LATS2","blue"
"ZNF503","brown"
"NFE2L1","turquoise"
"RBMS2","red"
"ATP5C1","turquoise"
"GPC3","magenta"
"SSU72","yellow"
"BCL6","blue"
"ADAMTSL1","black"
"CDK17","blue"
"TMEM109","yellow"
"CDC14B","blue"
"DDB2","blue"
"RP11-437B10.1","brown"
"USP32","blue"
"LARP4B","blue"
"GLMP","turquoise"
"PNISR","brown"
"ZNF532","blue"
"PSMD9","turquoise"
"ITFG1","blue"
"NEO1","blue"
"NRP2","blue"
"RAP1A","blue"
"NSMCE1","turquoise"
"NCOA6","blue"
"RP11-492E3.51","pink"
"SAMHD1","black"
"MRPL12","turquoise"
"GRK5","blue"
"IGDCC4","blue"
"EPN2","blue"
"SELK","yellow"
"CACNA1D","brown"
"ACVRL1","black"
"PUF60","turquoise"
"SFSWAP","red"
"RBM25","blue"
"CYB561","green"
"TRAPPC3","turquoise"
"PRMT2","grey"
"KAT6A","brown"
"PHC2","blue"
"ST3GAL3","blue"
"ALDH2","brown"
"NHSL2","blue"
"RNPS1","blue"
"NUMA1","brown"
"NUTM2A-AS1","blue"
"NPLOC4","blue"
"RALA","blue"
"TFPI","black"
"GALNT1","grey"
"MRPL43","turquoise"
"SMURF1","blue"
"MPC2","turquoise"
"JAK1","grey"
"PHF20","blue"
"ABR","blue"
"SLC3A2","turquoise"
"HNMT","black"
"GRB10","blue"
"SCP2","turquoise"
"RAB3GAP1","blue"
"ZNF638","blue"
"TMEM9","turquoise"
"ADH5","grey"
"UBE2G2","blue"
"C11orf49","blue"
"SLMAP","blue"
"DNAJC8","turquoise"
"ELF1","blue"
"TBC1D4","red"
"ZNF704","red"
"ERBB2","blue"
"SMARCA4","blue"
"HGSNAT","blue"
"ATRX","blue"
"FUNDC2","turquoise"
"AC013461.1","grey"
"TRIM47","yellow"
"EPS8","blue"
"IL16","magenta"
"GHR","blue"
"ABLIM1","brown"
"LUC7L3","brown"
"NPAS2","blue"
"RPRD2","red"
"RNASET2","black"
"CHPF2","green"
"GIPC1","turquoise"
"MRPL27","turquoise"
"OGFR","blue"
"ZC3H11A","blue"
"MRPL34","turquoise"
"VPS53","blue"
"PGK1","turquoise"
"MSRB2","turquoise"
"CLSTN3","black"
"MIB1","blue"
"STK38","blue"
"RAP1B","blue"
"NTNG1","brown"
"SLCO3A1","black"
"ATN1","grey"
"CHCHD1","turquoise"
"STARD9","blue"
"EYA2","blue"
"RABGAP1","blue"
"AMD1","brown"
"GPS2","turquoise"
"LARP1","blue"
"SZRD1","turquoise"
"NCKAP5","black"
"NBEA","red"
"TPSB2","turquoise"
"ATP5F1","turquoise"
"SCAF8","red"
"SF3B1","brown"
"ATP6V0D1","turquoise"
"RBBP4","brown"
"AC058791.1","blue"
"MSC-AS1","blue"
"SNX14","blue"
"ISCU","turquoise"
"LAGE3","turquoise"
"PLEKHM2","turquoise"
"ARGLU1","blue"
"DENND1A","red"
"C10orf76","blue"
"NTM","blue"
"PPM1B","blue"
"HIP1","red"
"GOLIM4","blue"
"UPF3A","brown"
"TGOLN2","yellow"
"PDLIM4","turquoise"
"ST7","blue"
"DENND5A","blue"
"G3BP1","brown"
"NLGN2","grey"
"COMT","turquoise"
"JARID2","brown"
"ATP2B1","brown"
"CLINT1","blue"
"KIFAP3","blue"
"KLF13","brown"
"CMIP","blue"
"CDC42EP1","turquoise"
"SERPINB6","green"
"SYNCRIP","brown"
"UBE2V1","grey"
"ARFRP1","turquoise"
"BORCS7","turquoise"
"HEBP2","turquoise"
"CISD3","turquoise"
"EML4","blue"
"CCT3","turquoise"
"MYO18A","blue"
"SPPL3","blue"
"UBTD2","blue"
"NRXN3","brown"
"NONO","yellow"
"RREB1","blue"
"WWC3","grey"
"ARID2","red"
"GMPPA","green"
"SCX","green"
"IGF2R","blue"
"ZNF580","turquoise"
"PSMD13","grey"
"IL6ST","black"
"APOL2","turquoise"
"TMEM256-PLSCR3","turquoise"
"MESDC2","turquoise"
"GDI2","turquoise"
"SLC39A13","turquoise"
"GRHPR","turquoise"
"MRPL55","turquoise"
"RSL24D1","yellow"
"KCTD12","turquoise"
"DGCR2","blue"
"UBA1","turquoise"
"DBNL","turquoise"
"CDIPT","turquoise"
"TRERF1","blue"
"MIEN1","turquoise"
"ERI3","green"
"C2","turquoise"
"DDX24","grey"
"ILF2","turquoise"
"RP11-244H3.4","turquoise"
"ARHGAP32","blue"
"ARSA","green"
"MEG8","blue"
"GADD45A","turquoise"
"ZNF358","grey"
"PPP1R10","brown"
"SNRPD1","turquoise"
"BTRC","blue"
"RAB5C","turquoise"
"PKD2","blue"
"MMP16","blue"
"THADA","blue"
"CNOT4","blue"
"USP47","brown"
"PPP2CB","blue"
"DTX1","brown"
"MATN2","brown"
"FAM155A","blue"
"SLC2A4RG","turquoise"
"TCP1","yellow"
"PSMA4","turquoise"
"CRIM1","blue"
"MARCKSL1","turquoise"
"HDAC2","brown"
"TNFRSF19","blue"
"DLGAP4","blue"
"AKT1S1","turquoise"
"SH3GL1","green"
"PTPN13","blue"
"DENND4A","blue"
"CGREF1","green"
"WBP1L","black"
"GRB2","blue"
"ARHGEF10L","blue"
"CAPG","green"
"ALYREF","turquoise"
"TMX2-CTNND1","blue"
"RAB11FIP3","blue"
"ABCA1","blue"
"BABAM1","turquoise"
"PDLIM5","blue"
"SNX25","blue"
"SSSCA1","turquoise"
"FAM129A","blue"
"TRAM1","turquoise"
"BTN3A2","turquoise"
"MRPL11","turquoise"
"EIF4H","brown"
"KLHDC10","blue"
"USP7","brown"
"FAM127B","turquoise"
"MARK4","blue"
"DHX9","brown"
"CTD-2571L23.8","blue"
"YWHAE","blue"
"NUDT1","turquoise"
"FBLN5","grey"
"BBS9","blue"
"MDM2","blue"
"SREBF2","blue"
"SMAD3","blue"
"APPL2","blue"
"SNHG18","turquoise"
"NHSL1","blue"
"TMEM150C","black"
"SAMD4B","blue"
"TMEM230","turquoise"
"KLHDC3","green"
"SP3","red"
"ZDHHC20","blue"
"PRPF6","grey"
"MAP2K2","turquoise"
"FBXO17","turquoise"
"BCAR1","grey"
"SMARCA2","blue"
"GPC1","turquoise"
"SPPL2A","blue"
"ADAMTS1","magenta"
"RCC2","turquoise"
"LRIG1","black"
"AVPR1A","brown"
"RBCK1","turquoise"
"CLIP2","blue"
"MAPK14","blue"
"TUFM","turquoise"
"GNL1","grey"
"VOPP1","pink"
"TASP1","blue"
"CLPTM1","turquoise"
"RABL6","blue"
"NCKAP1","red"
"SUPT4H1","turquoise"
"SSRP1","brown"
"TBX15","brown"
"SREBF1","magenta"
"SLC25A37","blue"
"PHF2","blue"
"FAM65C","blue"
"TP53I3","green"
"SUMF2","blue"
"HN1","turquoise"
"CSRP1","turquoise"
"WDR74","brown"
"SLC25A1","turquoise"
"CCNL2","blue"
"P4HA1","blue"
"USP22","grey"
"ZER1","blue"
"GSK3B","blue"
"PAPSS1","blue"
"GLT8D2","turquoise"
"CHD2","blue"
"PLCL2","blue"
"KXD1","turquoise"
"LUC7L2","red"
"RNASEK-C17orf49","turquoise"
"LMCD1","green"
"C1orf54","turquoise"
"AVL9","blue"
"TCF7","brown"
"GSTM3","black"
"LRP10","grey"
"FAM63B","blue"
"TCEA3","turquoise"
"ATXN10","blue"
"GPHN","blue"
"CIR1","grey"
"RAB11A","turquoise"
"SUFU","blue"
"CIZ1","grey"
"SPINT2","green"
"DNM2","blue"
"ARF3","turquoise"
"PTBP1","brown"
"CCM2","blue"
"ENOSF1","blue"
"PTPMT1","turquoise"
"FRZB","turquoise"
"MAF","grey"
"ID4","brown"
"ZNF280D","blue"
"CAMSAP2","blue"
"SAT2","turquoise"
"EXOC7","grey"
"CHCHD5","turquoise"
"PSMB2","yellow"
"SPRYD3","brown"
"PCSK7","blue"
"TBC1D2B","red"
"COPG1","green"
"PQBP1","yellow"
"GAREM1","blue"
"BZW1","grey"
"APH1A","yellow"
"LHFPL2","blue"
"TWISTNB","brown"
"PARP4","blue"
"SF3B4","yellow"
"TIMM10","turquoise"
"DUSP23","turquoise"
"IFT43","blue"
"CCDC28B","turquoise"
"C8orf59","yellow"
"SSBP4","grey"
"ATP2A2","grey"
"IKBIP","green"
"ZFP91","brown"
"NSFL1C","grey"
"TBC1D16","turquoise"
"PACSIN2","blue"
"TRAM2","turquoise"
"CMKLR1","turquoise"
"CCDC8","green"
"SNHG19","yellow"
"RNF145","turquoise"
"ZKSCAN1","grey"
"LRCH1","blue"
"NDUFA8","turquoise"
"RCN2","brown"
"SBDS","grey"
"CDC26","turquoise"
"IFI35","turquoise"
"WHSC1L1","brown"
"TNFAIP2","black"
"PSMC1","turquoise"
"PIP5K1A","blue"
"CLDN4","turquoise"
"SYNGAP1","red"
"TSR3","turquoise"
"USP33","blue"
"APLNR","turquoise"
"ADRA2A","black"
"RBPMS","blue"
"SELENBP1","black"
"RIPK1","blue"
"DCAF6","blue"
"MTHFD1L","blue"
"METAP2","blue"
"KIF2A","blue"
"FBXO18","grey"
"C9orf78","turquoise"
"PVRL1","brown"
"XRN2","magenta"
"PNPLA2","grey"
"ANP32A","yellow"
"CDK4","turquoise"
"MYC","turquoise"
"CYP27A1","magenta"
"SMAD5","brown"
"EMC4","turquoise"
"GTF3C1","blue"
"SATB2","blue"
"ITPA","turquoise"
"SNTB2","blue"
"ATP6AP1","yellow"
"SARNP","grey"
"TRA2B","grey"
"HAPLN1","grey"
"AIP","grey"
"LINC00511","blue"
"MGMT","turquoise"
"ENG","turquoise"
"PIAS1","red"
"ANKRD35","turquoise"
"ACIN1","blue"
"GYPC","turquoise"
"MTMR3","blue"
"ILF3","blue"
"MAP3K3","blue"
"PHIP","red"
"PITPNA","blue"
"MED8","turquoise"
"MICAL2","pink"
"CPXM2","turquoise"
"SCPEP1","black"
"SPG7","blue"
"PXN","blue"
"LZTS1","turquoise"
"TNIK","blue"
"PTPN9","blue"
"G6PC3","turquoise"
"KIF26A","brown"
"ZC3H15","grey"
"RAB11B","turquoise"
"HDAC9","brown"
"PTPN12","blue"
"C10orf11","black"
"ETFA","blue"
"ANTXR2","magenta"
"CD276","green"
"TNK2","brown"
"HDAC4","blue"
"ARFGAP3","blue"
"MRPS15","turquoise"
"CKS1B","grey"
"TMEM43","grey"
"EEFSEC","brown"
"AGPAT2","turquoise"
"RAD23A","yellow"
"TAF1","blue"
"CRTC3","blue"
"SDHB","grey"
"USP8","blue"
"MRGPRF","green"
"MTIF3","turquoise"
"A4GALT","black"
